# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct 26 03:59:46 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
#
pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2
55 Cnc b,55 Cnc,b,2,5,0,0,Radial Velocity,1996,Lick Observatory,0,14.65160000,0.00010000,-0.00010000,0,0.113400,0.000600,-0.000600,0,13.900,,,0,263.97850,1.04880,-1.04880,0,0.540000,,,0,0.000000,0.010000,-0.010000,0,700,,,0,89.730,24.490,-24.540,0,K0 IV-V,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.02,-0.02,0,4.43,0.02,-0.02,0,5.500,2.500,-2.500,0,133.1468373,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000
55 Cnc c,55 Cnc,c,2,5,0,0,Radial Velocity,2004,McDonald Observatory,0,44.39890000,0.00420000,-0.00430000,0,0.237300,0.001300,-0.001300,0,8.510,,,0,54.47380,1.74800,-1.74800,0,0.486000,,,0,0.030000,0.020000,-0.020000,0,,,,,89.730,24.490,-24.540,0,G8V,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.02,-0.02,0,4.43,0.02,-0.02,0,10.200,2.500,-2.500,0,133.1468373,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000
55 Cnc d,55 Cnc,d,2,5,0,0,Radial Velocity,2002,Lick Observatory,0,5574.20000000,93.80000000,-88.60000000,0,5.957000,0.074000,-0.071000,0,13.000,,,0,1232.49300,21.61200,-21.61200,0,3.080000,,,0,0.130000,0.020000,-0.020000,0,,,,,89.730,24.490,-24.540,0,G8 V,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.02,-0.02,0,4.43,0.02,-0.02,0,5.500,2.500,-2.500,0,133.1468373,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000
55 Cnc e,55 Cnc,e,2,5,0,0,Radial Velocity,2004,McDonald Observatory,0,0.73654740,0.00000130,-0.00000140,0,0.015440,0.000050,-0.000050,0,1.875,0.029,-0.029,0,7.99000,0.32000,-0.33000,0,6.660000,0.430000,-0.400000,0,0.050000,0.030000,-0.030000,0,1958,15,-15,0,83.590,0.470,-0.440,0,G8 V,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.02,-0.02,0,4.43,0.02,-0.02,0,10.200,2.500,-2.500,0,133.1468373,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000
55 Cnc f,55 Cnc,f,2,5,0,0,Radial Velocity,2007,Multiple Observatories,0,259.88000000,0.29000000,-0.29000000,0,0.770800,0.004300,-0.004400,0,7.590,,,0,44.81200,3.81400,-3.81400,0,0.563000,,,0,0.080000,0.050000,-0.040000,0,,,,,89.730,24.490,-24.540,0,G8V,5172.00,18.00,-18.00,0,0.94,0.01,-0.01,0,0.91,0.02,-0.02,0,4.43,0.02,-0.02,0,10.200,2.500,-2.500,0,133.1468373,28.3298154,12.5855000,0.0124000,-0.0123000,5.9508400,0.0230000,-0.0230000,4.0150000,0.0360000,-0.0360000
6 Lyn b,6 Lyn,b,1,1,0,0,Radial Velocity,2008,Okayama Astrophysical Observatory,0,934.30000000,8.60000000,-8.60000000,0,2.110000,0.110000,-0.110000,0,13.400,,,0,638.83830,24.47291,-24.47291,0,1.460000,,,0,0.073000,0.036000,-0.036000,0,,,,,,,,,K0 IV,4938.00,,,0,5.20,,,0,1.44,,,0,3.19,,,0,2.353,0.211,-0.211,0,97.6960311,58.1611753,54.6599000,0.2734000,-0.2734000,5.8730700,0.0230000,-0.0230000,3.7010000,0.3000000,-0.3000000
61 Vir b,61 Vir,b,1,3,0,0,Radial Velocity,2009,Multiple Observatories,0,4.21500000,0.00060000,-0.00060000,0,0.050201,0.000005,-0.000005,0,2.110,,,0,5.10000,0.50000,-0.50000,0,2.980000,,,0,0.120000,0.110000,-0.110000,0,,,,,,,,,G5 V,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,4.34,0.03,-0.03,0,8.960,2.760,-3.080,0,199.5964550,-18.3157745,8.5033200,0.0173700,-0.0173000,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000
61 Vir c,61 Vir,c,1,3,0,0,Radial Velocity,2009,Multiple Observatories,0,38.02100000,0.03400000,-0.03400000,0,0.217500,0.000100,-0.000100,0,4.460,,,0,18.20000,1.10000,-1.10000,0,1.130000,,,0,0.140000,0.060000,-0.060000,0,,,,,,,,,G5 V,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,4.34,0.03,-0.03,0,8.960,2.760,-3.080,0,199.5964550,-18.3157745,8.5033200,0.0173700,-0.0173000,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000
61 Vir d,61 Vir,d,1,3,0,0,Radial Velocity,2009,Multiple Observatories,0,123.01000000,0.55000000,-0.55000000,0,0.476000,0.001000,-0.001000,0,5.110,,,0,22.90000,2.60000,-2.60000,0,0.943000,,,0,0.350000,0.090000,-0.090000,0,,,,,,,,,G5 V,5577.00,33.00,-33.00,0,0.96,0.01,-0.01,0,0.94,0.03,-0.03,0,4.34,0.03,-0.03,0,8.960,2.760,-3.080,0,199.5964550,-18.3157745,8.5033200,0.0173700,-0.0173000,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000
7 CMa b,7 CMa,b,1,2,0,0,Radial Velocity,2011,Anglo-Australian Telescope,0,735.10000000,14.80000000,-1.00000000,0,1.758000,0.024000,-0.001000,0,13.400,,,0,587.98550,19.06980,-19.06980,0,1.340000,,,0,0.060000,0.030000,-0.030000,0,,,,,90.000,,,0,K1 III,4826.00,45.00,-55.00,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,3.19,0.06,-0.07,0,4.300,0.900,-1.300,0,99.1712760,-19.2561808,19.8101000,0.1648000,-0.1648000,3.9500000,0.0300000,-0.0300000,1.5640000,0.2520000,-0.2520000
7 CMa c,7 CMa,c,1,2,0,0,Radial Velocity,2019,Multiple Observatories,0,996.00000000,1.50000000,-52.40000000,0,2.153000,0.003000,-0.080000,0,13.900,,,0,276.51210,19.06980,-19.06980,0,0.566000,,,0,0.080000,0.050000,-0.040000,0,,,,,90.000,,,0,K1III(+M),4826.00,45.00,-55.00,0,4.87,0.17,-0.14,0,1.34,0.11,-0.12,0,3.19,0.06,-0.07,0,4.300,0.900,-1.300,0,99.1712760,-19.2561808,19.8101000,0.1648000,-0.1648000,3.9500000,0.0300000,-0.0300000,1.5640000,0.2520000,-0.2520000
70 Vir b,70 Vir,b,1,1,0,0,Radial Velocity,1996,Lick Observatory,0,116.68800000,0.00540000,-0.00540000,0,0.481000,0.022000,-0.022000,0,12.600,,,0,2380.45000,193.87000,-193.87000,0,6.540000,,,0,0.398800,0.001900,-0.001900,0,,,,,,,,,G5V,5495.00,,,0,1.89,,,0,1.09,,,0,3.95,,,0,7.770,0.510,-0.510,0,202.1064898,13.7763085,17.9011000,0.0560000,-0.0557000,4.9680800,0.0230000,-0.0230000,3.5000000,0.2940000,-0.2940000
75 Cet b,75 Cet,b,2,1,0,0,Radial Velocity,2012,Okayama Astrophysical Observatory,0,691.90000000,3.60000000,-3.60000000,0,2.100000,,,0,13.100,,,0,953.49000,,,0,2.330000,,,0,0.117000,0.048000,-0.048000,0,,,,,,,,,G3 III,4846.00,18.00,-18.00,0,10.50,1.00,-1.00,0,2.49,0.02,-0.27,0,2.63,0.05,-0.05,0,,,,,38.0391598,-1.0350269,82.9613000,0.7236500,-0.7236500,5.3532000,0.0230000,-0.0230000,3.2070000,0.2720000,-0.2720000
8 UMi b,8 UMi,b,1,1,0,0,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,0,93.40000000,4.50000000,-4.50000000,0,0.490000,0.020000,-0.020000,0,13.600,,,0,416.35730,50.85280,-50.85280,0,0.910000,,,0,0.060000,0.090000,-0.090000,0,,,,,,,,,K0,4847.00,7.00,-7.00,0,10.30,0.57,-0.57,0,1.44,0.19,-0.19,0,2.57,0.03,-0.03,0,1.700,0.200,-0.200,0,224.2016850,74.9009379,162.5520000,0.6510000,-0.6460000,6.8329500,0.0230000,-0.0230000,4.5150000,0.0200000,-0.0200000
81 Cet b,81 Cet,b,1,1,0,0,Radial Velocity,2008,Okayama Astrophysical Observatory,0,952.70000000,8.80000000,-8.80000000,0,2.500000,,,0,12.800,,,0,1684.40000,,,0,4.410000,,,0,0.206000,0.029000,-0.029000,0,,,,,,,,,G5 III,4785.00,25.00,-25.00,0,11.00,2.00,-1.00,0,2.40,0.10,-0.40,0,2.35,0.08,-0.08,0,,,,,39.4243555,-3.3963607,101.2600000,1.2220000,-1.2220000,5.6430700,0.0230000,-0.0230000,3.2660000,0.2580000,-0.2580000
91 Aqr b,91 Aqr,b,3,1,0,0,Radial Velocity,2013,Lick Observatory,0,181.40000000,0.10000000,-0.10000000,0,0.700000,,,0,13.100,,,0,1017.00000,,,0,2.490000,,,0,0.027000,0.026000,-0.026000,0,,,,,,,,,K0 III,4665.00,18.00,-18.00,0,11.00,0.10,-0.10,0,1.40,0.10,-0.10,0,2.52,0.05,-0.05,0,3.560,0.630,-0.630,0,348.9745031,-9.0878076,44.0304000,0.5132500,-0.5132500,4.2394600,0.0230000,-0.0230000,1.5970000,0.2360000,-0.2360000
AB Aur b,AB Aur,b,1,1,0,0,Imaging,2022,Subaru Telescope,0,,,,,93.900000,49.300000,-49.300000,0,12.500,,,0,2860.45566,,,0,8.050000,,,0,0.400000,0.200000,-0.210000,0,,,,,42.600,15.600,-15.500,0,,9770.00,100.00,-100.00,0,2.96,0.10,-0.07,0,2.40,0.20,-0.20,0,3.77,0.09,-0.07,0,0.003,0.002,-0.002,0,73.9410446,30.5510888,162.1270000,1.5260000,-1.4980000,7.0760000,0.0420000,-0.0420000,4.2300000,0.0160000,-0.0160000
AB Pic b,AB Pic,b,1,1,0,0,Imaging,2005,Paranal Observatory,0,,,,,260.000000,,,0,12.300,,,0,4290.50000,158.90000,-158.90000,0,12.700000,,,0,,,,,,,,,,,,,K2 V,5285.00,10.00,-9.00,0,1.00,0.03,-0.02,0,0.90,0.10,-0.10,0,4.53,0.01,-0.01,0,0.030,,,0,94.8039208,-58.0541184,50.0475000,0.0735000,-0.0733000,9.1300000,0.0300000,-0.0300000,6.9810000,0.0240000,-0.0240000
AU Mic b,AU Mic,b,1,2,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.46299910,,,0,0.064500,0.001300,-0.001300,0,4.070,0.170,-0.170,0,20.12000,1.57000,-1.72000,0,1.320000,0.190000,-0.200000,0,0.186000,0.036000,-0.035000,0,593,21,-21,0,89.500,0.300,-0.300,0,M1,3588.00,87.00,-87.00,0,0.70,0.02,-0.02,0,0.50,0.03,-0.03,0,4.39,0.03,-0.03,0,0.022,0.003,-0.003,0,311.2911369,-31.3424500,9.7221000,0.0046250,-0.0046250,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000
AU Mic c,AU Mic,c,1,2,0,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,18.85899100,,,0,0.110100,0.002000,-0.002000,0,3.240,0.160,-0.160,0,9.60000,2.07000,-2.31000,0,1.220000,0.260000,-0.290000,0,0.041000,0.047000,-0.026000,0,454,16,-16,0,89.390,0.400,-0.380,0,M1,3700.00,100.00,-100.00,0,0.75,0.03,-0.03,0,0.50,0.03,-0.03,0,4.39,0.03,-0.03,0,0.022,0.003,-0.003,0,311.2911369,-31.3424500,9.7221000,0.0046250,-0.0046250,8.8100000,0.1000000,-0.1000000,4.5290000,0.0200000,-0.0200000
BD+03 2562 b,BD+03 2562,b,1,1,0,0,Radial Velocity,2017,Multiple Observatories,0,481.90000000,2.70000000,-2.80000000,0,1.300000,0.100000,-0.100000,0,12.700,,,0,2034.11200,413.17900,-413.17900,0,5.460000,,,0,0.200000,0.120000,-0.080000,0,,,,,,,,,,4095.00,20.00,-20.00,0,32.35,8.82,-8.82,0,1.14,0.25,-0.25,0,1.89,0.10,-0.10,0,5.200,4.750,-2.750,0,177.5647268,2.7601075,1070.6300000,63.8750000,-63.8750000,9.5770000,0.0080000,-0.0080000,6.0210000,0.0210000,-0.0210000
BD+14 4559 b,BD+14 4559,b,1,1,0,0,Radial Velocity,2009,McDonald Observatory,0,268.94000000,0.99000000,-0.99000000,0,0.780000,0.050000,-0.050000,0,13.800,,,0,330.54320,149.38010,-149.38010,0,0.691000,,,0,0.290000,0.030000,-0.030000,0,,,,,,,,,K2 V,4864.00,101.00,-101.00,0,0.86,0.04,-0.04,0,0.49,0.33,-0.33,0,4.26,0.29,-0.29,0,,,,,318.4010002,14.6893834,49.3520000,0.0846000,-0.0844000,9.7800000,0.0300000,-0.0300000,7.3360000,0.0230000,-0.0230000
BD+15 2375 b,BD+15 2375,b,1,1,0,0,Radial Velocity,2016,Roque de los Muchachos Observatory,0,153.22000000,0.44000000,-0.44000000,0,0.576000,0.027000,-0.027000,0,13.800,,,0,337.21763,85.81410,-85.81410,0,0.705000,,,0,0.001000,0.250000,-0.001000,0,,,,,,,,,G5,4649.00,30.00,-30.00,0,8.95,1.45,-1.45,0,1.08,0.14,-0.14,0,2.61,0.12,-0.12,0,7.410,3.810,-2.520,0,176.4820239,14.6163182,768.0450000,45.0380000,-45.0380000,10.4100000,0.0100000,-0.0100000,7.7180000,0.0170000,-0.0170000
BD+15 2940 b,BD+15 2940,b,1,1,0,0,Radial Velocity,2013,McDonald Observatory,0,137.48000000,0.34000000,-0.34000000,0,0.539000,,,0,13.700,,,0,352.78000,,,0,0.754000,,,0,0.260000,0.100000,-0.100000,0,,,,,,,,,K0,4796.00,117.00,-117.00,0,14.70,2.80,-2.80,0,1.10,0.20,-0.20,0,2.80,0.45,-0.45,0,7.100,4.200,-4.200,0,240.0956400,15.5467507,426.4200000,6.4400000,-6.4400000,9.0100000,0.0300000,-0.0300000,6.5250000,0.0160000,-0.0160000
BD+20 2457 b,BD+20 2457,b,1,2,0,0,Radial Velocity,2009,McDonald Observatory,0,379.63000000,2.00000000,-2.00000000,0,1.050000,0.070000,-0.070000,0,11.600,,,0,17668.16970,24965.54650,-24965.54650,0,62.200000,,,0,0.150000,0.030000,-0.030000,0,,,,,,,,,K2 II,4259.00,64.00,-64.00,0,71.02,73.63,-73.63,0,10.83,22.96,-22.96,0,1.77,0.19,-0.19,0,,,,,154.1867820,19.8912626,1539.7100000,189.9250000,-189.9250000,9.7430000,0.0080000,-0.0080000,6.4200000,0.0210000,-0.0210000
BD+20 2457 c,BD+20 2457,c,1,2,0,0,Radial Velocity,2009,McDonald Observatory,0,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,12.400,,,0,3963.17000,,,0,11.400000,,,0,0.180000,0.060000,-0.060000,0,,,,,,,,,K2 II,4137.00,10.00,-10.00,0,49.00,26.00,-26.00,0,2.80,1.50,-1.50,0,1.51,0.05,-0.05,0,,,,,154.1867820,19.8912626,1539.7100000,189.9250000,-189.9250000,9.7430000,0.0080000,-0.0080000,6.4200000,0.0210000,-0.0210000
BD+20 274 b,BD+20 274,b,1,1,0,0,Radial Velocity,2012,McDonald Observatory,0,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,13.000,,,0,1334.88600,,,0,3.340000,,,0,0.210000,0.060000,-0.060000,0,,,,,,,,,K5 III,4296.00,10.00,-10.00,0,17.30,0.90,-0.90,0,0.80,0.20,-0.20,0,1.99,0.05,-0.05,0,,,,,25.9203179,21.0052692,1322.5100000,80.5350000,-80.5350000,9.3670000,0.0080000,-0.0080000,6.1690000,0.0270000,-0.0270000
BD+20 594 b,BD+20 594,b,1,1,0,0,Transit,2016,K2,0,41.68550000,0.00300000,-0.00300000,0,0.241000,0.019000,-0.017000,0,2.578,0.112,-0.112,0,22.24810,9.53490,-9.53490,0,7.890000,3.400000,-3.100000,0,0.000000,,,0,546,19,-18,0,89.550,0.160,-0.160,0,G,5766.00,99.00,-99.00,0,1.08,0.06,-0.06,0,1.67,0.40,-0.40,0,4.50,0.08,-0.08,0,3.340,1.950,-1.490,0,53.6511231,20.5990205,179.4610000,1.2570000,-1.2400000,10.8490000,0.0120000,-0.0120000,9.3680000,0.0180000,-0.0180000
BD+45 564 b,BD+45 564,b,1,1,0,0,Radial Velocity,2021,Haute-Provence Observatory,0,307.88000000,1.47000000,-1.47000000,0,0.830000,0.040000,-0.040000,0,13.600,,,0,432.24663,38.13941,-38.13941,0,0.944000,,,0,0.120000,0.060000,-0.060000,0,,,,,2.579,,,-1,K1,5004.00,50.00,-50.00,0,0.81,0.04,-0.04,0,0.81,0.07,-0.07,0,4.22,0.13,-0.13,0,,,,,32.9470485,45.9242187,53.6220000,0.1919000,-0.1905000,9.6700000,0.0300000,-0.0300000,7.5570000,0.0240000,-0.0240000
BD+48 738 b,BD+48 738,b,1,1,0,0,Radial Velocity,2011,McDonald Observatory,0,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,13.900,,,0,289.22530,,,0,0.592000,,,0,0.200000,0.100000,-0.100000,0,,,,,,,,,K0 III,4414.00,15.00,-15.00,0,11.00,1.00,-1.00,0,0.74,0.39,-0.39,0,2.24,0.06,-0.06,0,,,,,40.7102869,49.5869395,871.4930000,43.8490000,-43.8490000,9.1390000,0.0040000,-0.0040000,5.9040000,0.0180000,-0.0180000
BD+48 740 b,BD+48 740,b,1,1,0,0,Radial Velocity,2018,Multiple Observatories,0,733.00000000,5.00000000,-8.00000000,0,1.700000,0.100000,-0.100000,0,13.500,,,0,540.31100,222.48100,-222.48100,0,1.210000,,,0,0.760000,0.050000,-0.090000,0,,,,,,,,,K3 III,4534.00,8.00,-8.00,0,10.33,1.81,-1.81,0,1.09,0.16,-0.16,0,2.48,0.04,-0.04,0,,,,,40.7425426,48.9300579,666.5890000,21.5335000,-21.5335000,8.6900000,0.0300000,-0.0300000,5.6450000,0.0170000,-0.0170000
BD+49 828 b,BD+49 828,b,1,1,0,0,Radial Velocity,2015,McDonald Observatory,0,2590.00000000,300.00000000,-180.00000000,0,4.200000,0.320000,-0.200000,0,13.500,,,0,508.50000,127.10000,-63.60000,0,1.140000,,,0,0.350000,0.240000,-0.100000,0,,,,,,,,,K0,4943.00,30.00,-30.00,0,7.60,1.30,-1.30,0,1.52,0.22,-0.22,0,2.85,0.09,-0.09,0,2.340,1.200,-0.800,0,45.6406187,49.7299481,442.0420000,7.6540000,-7.6540000,9.3810000,0.0050000,-0.0050000,6.5710000,0.0210000,-0.0210000
BD+55 362 b,BD+55 362,b,1,1,0,0,Radial Velocity,2021,Haute-Provence Observatory,0,265.59000000,1.04000000,-1.04000000,0,0.780000,0.050000,-0.050000,0,14.000,,,0,228.83645,25.42627,-25.42627,0,0.458000,,,0,0.270000,0.060000,-0.060000,0,,,,,0.601,,,-1,K3,5012.00,78.00,-78.00,0,0.90,0.06,-0.04,0,0.91,0.10,-0.10,0,4.09,0.16,-0.16,0,,,,,23.9636676,56.6982282,52.5697000,0.0974000,-0.0971000,9.3800000,0.0300000,-0.0300000,7.3310000,0.0210000,-0.0210000
BD+60 1417 b,BD+60 1417,b,1,1,0,0,Imaging,2021,Wide-field Infrared Survey Explorer (WISE) Sat,0,,,,,1662.000000,,,0,14.684,0.673,-0.673,0,4767.42610,1589.14204,-1589.14204,0,8.270000,,,0,,,,,1303,74,-74,0,,,,,K0,4993.00,124.00,-124.00,0,0.80,0.05,-0.05,0,1.00,,,0,4.55,,,0,0.100,0.050,-0.050,0,190.8875453,60.0143636,44.9543000,0.0593000,-0.0592000,9.3740000,0.0030000,-0.0030000,7.2880000,0.0240000,-0.0240000
BD+63 1405 b,BD+63 1405,b,1,1,0,0,Radial Velocity,2021,Haute-Provence Observatory,0,1198.48000000,60.79000000,-60.79000000,0,2.060000,0.140000,-0.140000,0,13.000,,,0,1258.60049,98.52681,-98.52681,0,3.150000,,,0,0.880000,0.020000,-0.020000,0,,,,,5.974,,,-1,K0,5000.00,53.00,-53.00,0,0.80,0.04,-0.06,0,0.82,0.08,-0.08,0,4.20,0.17,-0.17,0,,,,,271.3979337,63.6700064,38.0473000,0.0329000,-0.0329000,8.9600000,0.0300000,-0.0300000,6.7800000,0.0170000,-0.0170000
BD-00 4475 b,BD-00 4475,b,1,1,0,0,Radial Velocity,2021,Haute-Provence Observatory,0,723.20000000,0.74000000,-0.74000000,0,1.480000,0.110000,-0.110000,0,12.000,,,0,7961.60160,708.75735,-708.75735,0,25.300000,,,0,0.390000,0.010000,-0.010000,0,,,,,13.310,,,-1,G0,5040.00,112.00,-112.00,0,0.84,0.04,-0.04,0,0.81,0.10,-0.10,0,4.25,0.22,-0.22,0,,,,,347.7108441,0.4085612,42.6402000,0.1816000,-0.1801000,9.0100000,0.0300000,-0.0300000,6.9960000,0.0260000,-0.0260000
BD-06 1339 b,BD-06 1339,b,1,2,0,0,Radial Velocity,2013,La Silla Observatory,0,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,2.850,,,0,8.50000,1.30000,-1.30000,0,2.020000,,,0,0.000000,,,0,,,,,,,,,K7/M0 V,4324.00,100.00,-100.00,0,0.69,0.06,-0.07,0,0.70,,,0,4.74,0.02,-0.02,0,4.400,4.000,-4.000,0,88.2511811,-5.9963378,20.2695000,0.0220000,-0.0218000,9.7000000,0.0300000,-0.0300000,6.3050000,0.0180000,-0.0180000
